Id,LoaiNha,PhanVung,DienTichLot,CauHinhLot,LoaiToaNha,TinhTrangTongThe,NamXayDung,NamSuaChua,VatLieuNgoai,BsmtFinSF2,TongSoBsmtSF,GiaBan
7850,NhaPho,HCM,124,TamGiac,3Tang,7,2017,2017,Toi,0,0,1685804304
7851,ChungCu,HN,147,TamGiac,3Tang,8,2013,2019,ToiGach,0,0,1999231752
7852,NhaLienKe,DN,67,Vuong,1Tang,6,2003,2011,ToiGach,0,0,1000615922
7853,ChungCu,HCM,152,TamGiac,3Tang,6,2022,2022,Toi,0,0,2205126016
7854,NhaLienKe,HN,96,TamGiac,2Tang,6,1992,1992,Gach,0,0,1248268992
7855,NhaLienKe,HCM,163,TamGiac,2Tang,5,2017,2017,BeTong,0,0,2158780639
7856,NhaPho,HN,143,Vuong,1Tang,8,2008,2008,Toi,0,0,2142821109
7857,NhaPho,DN,123,ChuL,3Tang,7,2021,2021,Gach,0,0,1565299107
7858,NhaLienKe,HN,157,ChuNhat,CanHo,9,2016,2018,BeTong,0,0,2325217100
7859,NhaLienKe,HCM,198,ChuL,2Tang,6,2007,2007,Gach,0,0,2904819390
7860,NhaPho,CT,188,Vuong,1Tang,7,1993,2017,Gach,0,0,2706864420
7861,CanHo,CT,82,Vuong,2Tang,9,2018,2018,BeTong,0,0,1134056556
7862,CanHo,DN,193,ChuNhat,3Tang,8,2004,2004,ToiGach,0,0,2632045992
7863,ChungCu,HCM,167,ChuNhat,CanHo,9,2008,2018,BeTong,0,0,2308658267
7864,NhaPho,HCM,91,ChuNhat,CanHo,8,2012,2012,Toi,0,0,1330406441
7865,CanHo,HN,155,TamGiac,CanHo,10,2014,2014,BeTong,0,0,2077766475
7866,NhaLienKe,HP,55,TamGiac,CanHo,8,2000,2000,ToiGach,0,0,755403440
7867,ChungCu,HP,189,Vuong,CanHo,7,2002,2002,BeTong,0,0,2784455163
7868,ChungCu,HN,157,ChuL,1Tang,9,2004,2015,Toi,0,0,2300678314
7869,NhaLienKe,CT,87,Vuong,1Tang,7,2019,2019,Toi,0,0,1047174282
7870,CanHo,DN,76,Vuong,3Tang,5,2003,2003,Gach,0,0,1030993048
7871,NhaPho,HCM,117,Vuong,2Tang,7,2002,2006,ToiGach,0,0,1438901451
7872,NhaPho,HN,111,ChuL,1Tang,6,2003,2003,Gach,0,0,1484290890
7873,NhaLienKe,DN,183,ChuL,2Tang,9,2017,2017,BeTong,0,0,2688567192
7874,CanHo,DN,162,ChuL,2Tang,6,2009,2009,ToiGach,0,0,2248537482
7875,NhaPho,HCM,146,ChuL,CanHo,7,1990,2015,BeTong,0,0,1759874218
7876,ChungCu,HP,108,ChuL,2Tang,7,2002,2016,ToiGach,0,0,1358430912
7877,CanHo,CT,152,Vuong,1Tang,8,2004,2013,ToiGach,0,0,1962149000
7878,CanHo,HP,181,Vuong,3Tang,10,2019,2019,Toi,0,0,2617024700
7879,NhaLienKe,DN,67,Vuong,1Tang,6,1998,1998,BeTong,0,0,881806497
7880,NhaPho,HN,124,ChuL,3Tang,10,1998,2005,Gach,0,0,1783631128
7881,NhaPho,DN,191,TamGiac,2Tang,8,1994,1994,BeTong,0,0,2532593341
7882,NhaLienKe,CT,78,ChuL,1Tang,9,1997,2019,Toi,0,0,1101495720
7883,NhaLienKe,DN,189,ChuL,3Tang,8,1995,2010,ToiGach,0,0,2372683698
7884,NhaLienKe,HCM,175,Vuong,CanHo,7,2003,2021,Toi,0,0,2182517400
7885,NhaPho,DN,156,ChuL,1Tang,8,2009,2009,BeTong,0,0,2293490472
7886,ChungCu,HP,154,Vuong,1Tang,7,1998,1998,BeTong,0,0,1946866306
7887,NhaPho,DN,166,ChuL,CanHo,5,2009,2009,ToiGach,0,0,2264198500
7888,NhaLienKe,HP,193,TamGiac,3Tang,8,2000,2016,BeTong,0,0,2820725301
7889,NhaLienKe,HN,93,TamGiac,2Tang,6,2018,2018,BeTong,0,0,1291561866
7890,CanHo,HCM,70,ChuNhat,2Tang,9,2004,2007,Toi,0,0,987643720
7891,CanHo,HP,74,TamGiac,CanHo,7,2021,2021,BeTong,0,0,1037911938
7892,CanHo,HN,109,ChuL,2Tang,8,2006,2006,Toi,0,0,1314403532
7893,ChungCu,HP,78,ChuL,CanHo,5,2011,2011,BeTong,0,0,960648546
7894,CanHo,HCM,118,ChuL,2Tang,5,2011,2018,Gach,0,0,1579408878
7895,NhaPho,HN,194,Vuong,2Tang,8,2014,2014,ToiGach,0,0,2442543226
7896,CanHo,HN,197,ChuL,2Tang,8,1999,1999,BeTong,0,0,2687142055
7897,NhaPho,HP,65,TamGiac,2Tang,10,2009,2022,ToiGach,0,0,964310165
7898,NhaLienKe,CT,86,Vuong,CanHo,9,2004,2015,ToiGach,0,0,1073250330
7899,ChungCu,HCM,76,TamGiac,1Tang,8,1992,1992,BeTong,0,0,1063037916
7900,CanHo,HN,63,Vuong,1Tang,6,1994,1994,Toi,0,0,865213272
7901,ChungCu,DN,147,Vuong,2Tang,5,2013,2013,BeTong,0,0,1907949309
7902,ChungCu,DN,62,Vuong,1Tang,8,2014,2023,Gach,0,0,744983072
7903,NhaLienKe,HN,119,ChuL,1Tang,5,1990,1990,Gach,0,0,1451754185
7904,NhaPho,HN,67,TamGiac,3Tang,5,2003,2003,Toi,0,0,970945441
7905,NhaLienKe,HCM,180,ChuNhat,1Tang,10,2016,2019,ToiGach,0,0,2368924380
7906,ChungCu,CT,55,TamGiac,3Tang,6,2014,2018,Gach,0,0,820952770
7907,NhaLienKe,HN,181,ChuNhat,3Tang,6,2022,2022,ToiGach,0,0,2515326773
7908,ChungCu,HCM,52,ChuNhat,3Tang,9,1990,2011,Toi,0,0,732524832
7909,NhaPho,HN,96,ChuNhat,2Tang,8,1990,1990,Toi,0,0,1364925408
7910,ChungCu,HCM,60,ChuL,3Tang,6,2014,2014,Gach,0,0,794757600
7911,NhaLienKe,HCM,60,ChuL,1Tang,10,1993,1993,BeTong,0,0,775515660
7912,NhaLienKe,HN,74,Vuong,2Tang,6,2022,2022,BeTong,0,0,902823828
7913,NhaPho,HCM,90,ChuNhat,1Tang,8,1998,1998,Gach,0,0,1106203050
7914,ChungCu,CT,186,ChuNhat,3Tang,10,2004,2004,ToiGach,0,0,2534324028
7915,NhaPho,HP,72,Vuong,2Tang,7,2012,2012,ToiGach,0,0,935256096
7916,ChungCu,CT,140,TamGiac,3Tang,10,2015,2016,Toi,0,0,1912311940
7917,NhaPho,HN,136,TamGiac,1Tang,10,2002,2002,BeTong,0,0,1958865256
7918,ChungCu,HCM,61,ChuNhat,1Tang,10,2000,2021,ToiGach,0,0,886784877
7919,CanHo,CT,136,ChuNhat,1Tang,9,2020,2020,Gach,0,0,1705409536
7920,NhaLienKe,DN,115,ChuNhat,1Tang,5,1997,1997,ToiGach,0,0,1574218785
7921,NhaLienKe,DN,141,ChuNhat,3Tang,8,2008,2008,Toi,0,0,1694793633
7922,NhaPho,HP,189,TamGiac,2Tang,9,1997,1997,BeTong,0,0,2399663070
7923,CanHo,HCM,66,ChuL,CanHo,8,1992,1992,Gach,0,0,813482604
7924,NhaPho,DN,135,ChuNhat,CanHo,7,2010,2016,Toi,0,0,1922004585
7925,NhaLienKe,HP,125,ChuNhat,2Tang,9,2015,2022,BeTong,0,0,1860814875
7926,CanHo,HP,145,Vuong,CanHo,5,1991,1999,ToiGach,0,0,1888580630
7927,ChungCu,HN,150,ChuL,1Tang,8,2017,2022,BeTong,0,0,2239486650
7928,NhaPho,DN,132,TamGiac,1Tang,10,1991,1991,Toi,0,0,1893590556
7929,NhaLienKe,HP,114,ChuL,CanHo,9,1994,2002,ToiGach,0,0,1390763748
7930,NhaLienKe,HP,54,ChuL,CanHo,7,2012,2012,Toi,0,0,695749284
7931,CanHo,HCM,192,TamGiac,CanHo,6,2001,2001,Gach,0,0,2626424640
7932,CanHo,CT,96,TamGiac,2Tang,5,2005,2019,ToiGach,0,0,1430196768
7933,CanHo,DN,176,TamGiac,1Tang,5,2012,2012,Gach,0,0,2200783552
7934,CanHo,HCM,65,TamGiac,3Tang,9,2001,2001,Toi,0,0,895527165
7935,NhaPho,DN,160,TamGiac,2Tang,5,2010,2010,Toi,0,0,2395543200
7936,ChungCu,HCM,189,ChuL,2Tang,8,1999,2005,Gach,0,0,2282360787
7937,NhaLienKe,HCM,142,ChuL,3Tang,8,1992,1996,ToiGach,0,0,1923547194
7938,CanHo,DN,166,Vuong,3Tang,7,2009,2009,Gach,0,0,2033422810
7939,ChungCu,DN,88,ChuL,CanHo,9,2022,2022,Toi,0,0,1146314048
7940,ChungCu,DN,186,ChuL,1Tang,9,2018,2018,BeTong,0,0,2541588258
7941,CanHo,HP,157,TamGiac,2Tang,9,2005,2015,Gach,0,0,2013509457
7942,CanHo,HP,181,ChuL,1Tang,7,1993,1993,Toi,0,0,2402029280
7943,NhaLienKe,HN,194,ChuNhat,3Tang,6,1995,1995,Toi,0,0,2541585852
7944,CanHo,CT,188,Vuong,1Tang,6,1994,1997,ToiGach,0,0,2330694468
7945,NhaPho,DN,87,ChuNhat,CanHo,6,1997,2011,BeTong,0,0,1263649596
7946,CanHo,HN,145,TamGiac,3Tang,9,2001,2023,Gach,0,0,2161190925
7947,CanHo,HP,195,TamGiac,2Tang,10,1996,1996,ToiGach,0,0,2699036730
7948,NhaPho,CT,120,ChuL,3Tang,10,1993,2016,BeTong,0,0,1694087400
7949,CanHo,DN,98,ChuL,3Tang,10,2001,2001,ToiGach,0,0,1436125124
7950,NhaPho,DN,155,TamGiac,3Tang,6,2022,2022,Gach,0,0,2199060330
7951,ChungCu,HP,136,Vuong,3Tang,5,2010,2013,Toi,0,0,1699517608
7952,ChungCu,HCM,95,ChuNhat,2Tang,10,2016,2020,ToiGach,0,0,1342876015
7953,CanHo,HN,129,ChuNhat,2Tang,10,2018,2018,Gach,0,0,1659225993
7954,NhaLienKe,CT,160,TamGiac,2Tang,8,2022,2023,Toi,0,0,2046552960
7955,NhaPho,HCM,108,ChuL,1Tang,9,1992,1994,BeTong,0,0,1310164200
7956,CanHo,HN,70,TamGiac,2Tang,7,2018,2018,Toi,0,0,868769580
7957,NhaLienKe,HCM,190,Vuong,CanHo,9,2007,2007,BeTong,0,0,2841290970
7958,CanHo,HP,56,ChuL,3Tang,6,2013,2018,ToiGach,0,0,675943576
7959,CanHo,CT,82,ChuL,CanHo,6,2022,2023,Gach,0,0,1119045718
7960,ChungCu,DN,130,ChuNhat,1Tang,5,2002,2012,Toi,0,0,1806177620
7961,ChungCu,CT,71,ChuNhat,3Tang,9,2021,2021,Gach,0,0,1001733675
7962,ChungCu,CT,173,Vuong,3Tang,10,2008,2014,BeTong,0,0,2158055111
7963,ChungCu,HCM,122,ChuNhat,2Tang,9,2017,2022,BeTong,0,0,1664484186
7964,ChungCu,HP,198,Vuong,CanHo,10,2004,2004,BeTong,0,0,2443501170
7965,CanHo,DN,194,TamGiac,1Tang,8,1991,2002,Gach,0,0,2848563498
7966,NhaLienKe,HP,161,ChuL,3Tang,6,2003,2016,Gach,0,0,2278318245
7967,ChungCu,CT,149,Vuong,CanHo,5,2000,2000,Toi,0,0,1829653546
7968,CanHo,HCM,96,ChuNhat,1Tang,6,1996,2013,BeTong,0,0,1204154880
7969,ChungCu,DN,100,Vuong,1Tang,5,2002,2002,ToiGach,0,0,1426306200
7970,NhaPho,HN,96,ChuL,2Tang,9,1998,1998,Gach,0,0,1301409600
7971,ChungCu,DN,157,TamGiac,1Tang,10,1994,1994,ToiGach,0,0,2122040574
7972,NhaLienKe,DN,70,TamGiac,2Tang,10,1990,1990,Gach,0,0,974449490
7973,NhaPho,HN,111,Vuong,2Tang,5,1993,1993,ToiGach,0,0,1482822471
7974,ChungCu,HP,63,ChuL,2Tang,6,2003,2003,Toi,0,0,916648992
7975,CanHo,HN,108,ChuNhat,1Tang,6,2003,2003,Gach,0,0,1479743748
7976,CanHo,HN,159,Vuong,2Tang,8,2009,2009,Gach,0,0,2198383131
7977,CanHo,HN,68,TamGiac,2Tang,6,1994,1994,ToiGach,0,0,919939020
7978,CanHo,CT,70,Vuong,1Tang,9,2003,2005,Gach,0,0,1016117060
7979,NhaLienKe,HN,136,TamGiac,3Tang,9,2009,2009,ToiGach,0,0,1875784216
7980,ChungCu,HP,155,TamGiac,3Tang,8,2016,2016,ToiGach,0,0,2204057220
7981,ChungCu,DN,164,Vuong,2Tang,7,2022,2022,Toi,0,0,2450483080
7982,CanHo,DN,76,ChuL,3Tang,7,2007,2016,Gach,0,0,913155276
7983,CanHo,HCM,147,TamGiac,CanHo,9,2006,2006,ToiGach,0,0,1954975344
7984,CanHo,DN,59,ChuNhat,CanHo,6,2015,2015,Toi,0,0,828825687
7985,ChungCu,HP,151,Vuong,1Tang,7,1992,2021,Toi,0,0,2074061708
7986,ChungCu,HCM,108,ChuL,1Tang,5,1990,1990,ToiGach,0,0,1501519464
7987,NhaLienKe,HCM,119,Vuong,1Tang,10,2001,2001,Gach,0,0,1690729985
7988,NhaLienKe,DN,116,TamGiac,3Tang,8,1995,1998,Gach,0,0,1467909820
7989,CanHo,DN,104,TamGiac,3Tang,7,1998,1998,Gach,0,0,1384530992
7990,ChungCu,HN,185,ChuNhat,3Tang,9,2006,2015,Gach,0,0,2715783165
7991,ChungCu,HN,152,ChuNhat,1Tang,6,1999,2015,ToiGach,0,0,2069210960
7992,NhaPho,DN,83,ChuL,1Tang,5,2014,2014,BeTong,0,0,1022698776
7993,NhaLienKe,CT,86,TamGiac,2Tang,10,1997,1997,ToiGach,0,0,1039623986
7994,NhaLienKe,HN,66,ChuNhat,2Tang,6,2012,2020,Toi,0,0,841648698
7995,ChungCu,CT,162,TamGiac,3Tang,8,2006,2006,ToiGach,0,0,2317187574
7996,NhaPho,HN,119,ChuL,3Tang,8,2002,2002,Gach,0,0,1679044304
7997,CanHo,DN,58,ChuL,3Tang,6,2000,2023,Toi,0,0,791577330
7998,CanHo,HCM,157,TamGiac,1Tang,8,2019,2019,Toi,0,0,2071564917
7999,ChungCu,HN,113,Vuong,CanHo,9,1998,1998,ToiGach,0,0,1660125827
8000,CanHo,DN,75,TamGiac,3Tang,7,1996,2020,Gach,0,0,1013426475
8001,CanHo,HP,131,ChuNhat,CanHo,7,1990,2003,Toi,0,0,1772498382
8002,NhaPho,HCM,136,Vuong,CanHo,8,2014,2020,Toi,0,0,1692534960
8003,ChungCu,HN,151,TamGiac,CanHo,7,2003,2003,Toi,0,0,2052458138
8004,ChungCu,HCM,111,Vuong,CanHo,6,1994,2001,BeTong,0,0,1404960300
8005,NhaLienKe,HP,84,TamGiac,2Tang,8,2012,2020,BeTong,0,0,1077908076
8006,CanHo,HP,193,ChuNhat,CanHo,7,1996,2015,BeTong,0,0,2343098551
8007,NhaLienKe,CT,50,Vuong,3Tang,6,2006,2010,ToiGach,0,0,743954600
8008,NhaPho,HCM,147,ChuNhat,1Tang,10,2015,2017,Toi,0,0,1843330461
8009,NhaPho,HN,96,Vuong,2Tang,9,1998,1998,Gach,0,0,1379370240
8010,NhaLienKe,HN,66,ChuL,2Tang,9,2000,2023,BeTong,0,0,818731056
8011,NhaLienKe,HP,55,ChuL,3Tang,9,2011,2011,BeTong,0,0,757755460
8012,NhaPho,HCM,125,TamGiac,1Tang,9,2012,2012,BeTong,0,0,1752277000
8013,CanHo,HCM,155,ChuNhat,1Tang,5,2016,2016,Toi,0,0,2186083110
8014,CanHo,CT,112,Vuong,2Tang,10,2005,2013,ToiGach,0,0,1510489792
8015,CanHo,HN,112,Vuong,1Tang,7,2000,2008,Toi,0,0,1552487888
8016,NhaPho,CT,138,Vuong,3Tang,5,2018,2018,Toi,0,0,1690192812
8017,NhaPho,HP,193,TamGiac,1Tang,6,2008,2009,Gach,0,0,2834491412
8018,CanHo,CT,119,ChuL,1Tang,10,2015,2015,Gach,0,0,1516280626
8019,NhaPho,DN,109,Vuong,CanHo,8,2022,2023,BeTong,0,0,1618380552
8020,CanHo,HP,185,ChuL,1Tang,7,2018,2021,Gach,0,0,2627132645
8021,NhaPho,HN,61,Vuong,3Tang,5,2006,2016,BeTong,0,0,827451702
8022,CanHo,HP,54,Vuong,3Tang,6,1998,1998,BeTong,0,0,664705710
8023,NhaPho,HCM,137,Vuong,1Tang,10,2001,2010,Gach,0,0,1749742080
8024,NhaLienKe,CT,147,ChuNhat,CanHo,7,2001,2001,BeTong,0,0,1795363920
8025,CanHo,HN,189,TamGiac,2Tang,8,2002,2007,Toi,0,0,2667903210
8026,ChungCu,HCM,162,ChuL,3Tang,9,2021,2023,ToiGach,0,0,2233104552
8027,NhaPho,HN,65,Vuong,1Tang,8,2020,2020,Gach,0,0,857150645
8028,ChungCu,CT,99,Vuong,3Tang,7,2004,2004,Toi,0,0,1359005769
8029,NhaLienKe,HN,179,Vuong,CanHo,9,1997,1997,Toi,0,0,2521724434
8030,ChungCu,HP,56,ChuL,3Tang,8,1991,2011,Gach,0,0,733781832
8031,NhaLienKe,HCM,122,Vuong,1Tang,10,1997,1997,Toi,0,0,1520639476
8032,NhaLienKe,HP,176,TamGiac,2Tang,6,1991,2010,Toi,0,0,2321429088
8033,NhaPho,DN,116,ChuNhat,CanHo,8,2011,2011,Toi,0,0,1502019040
8034,NhaLienKe,HP,161,TamGiac,CanHo,6,2005,2005,ToiGach,0,0,2208727927
8035,NhaPho,CT,132,Vuong,3Tang,5,1994,1997,Gach,0,0,1713707292
8036,CanHo,HN,54,Vuong,2Tang,8,2013,2020,Toi,0,0,730349730
8037,ChungCu,HP,76,Vuong,CanHo,8,2008,2008,ToiGach,0,0,938543304
8038,NhaPho,HCM,185,TamGiac,3Tang,7,2007,2011,ToiGach,0,0,2432115635
8039,NhaPho,CT,81,ChuL,3Tang,8,1995,2013,Gach,0,0,1040278950
8040,ChungCu,HP,197,ChuL,CanHo,5,2020,2022,ToiGach,0,0,2375484115
8041,ChungCu,HN,95,TamGiac,CanHo,6,1998,1998,Toi,0,0,1248593930
8042,CanHo,HP,186,ChuNhat,3Tang,6,2002,2004,Toi,0,0,2414170074
8043,NhaPho,HP,67,Vuong,2Tang,7,2022,2022,BeTong,0,0,932786060
8044,ChungCu,HN,177,Vuong,1Tang,6,2018,2018,BeTong,0,0,2124797031
8045,NhaPho,DN,112,TamGiac,CanHo,7,1990,1998,Toi,0,0,1531590256
8046,NhaLienKe,HCM,112,TamGiac,3Tang,7,1999,1999,BeTong,0,0,1370445104
8047,NhaPho,CT,186,ChuL,1Tang,8,2018,2018,Toi,0,0,2491662696
8048,NhaLienKe,HCM,162,ChuNhat,3Tang,10,2017,2017,Toi,0,0,2011142196
8049,NhaPho,HP,71,Vuong,3Tang,6,1999,1999,Toi,0,0,1055240482
8050,ChungCu,HCM,102,TamGiac,2Tang,6,1991,1992,BeTong,0,0,1457595810
8051,ChungCu,DN,199,ChuL,CanHo,10,2017,2023,Toi,0,0,2749082913
8052,ChungCu,DN,172,TamGiac,CanHo,6,2016,2019,Gach,0,0,2480682728
8053,ChungCu,HCM,113,TamGiac,3Tang,9,2000,2000,Gach,0,0,1471715503
8054,CanHo,DN,132,Vuong,2Tang,5,1996,2001,BeTong,0,0,1882250040
8055,NhaLienKe,HN,117,TamGiac,1Tang,5,2022,2022,ToiGach,0,0,1751300694
8056,ChungCu,HP,70,ChuNhat,2Tang,7,2016,2016,Gach,0,0,845046860
8057,NhaPho,HP,153,Vuong,1Tang,9,2016,2016,Toi,0,0,2095125084
8058,NhaPho,HP,129,ChuNhat,2Tang,5,2011,2011,Toi,0,0,1927636422
8059,ChungCu,DN,180,Vuong,3Tang,9,1997,2005,Gach,0,0,2479737240
8060,NhaLienKe,HN,192,Vuong,2Tang,5,2013,2014,Toi,0,0,2860056768
8061,CanHo,DN,104,ChuL,3Tang,8,1993,1993,BeTong,0,0,1467700936
8062,CanHo,HN,152,TamGiac,2Tang,10,2019,2021,BeTong,0,0,2079031984
8063,CanHo,HCM,103,TamGiac,CanHo,5,2022,2022,Toi,0,0,1245147121
8064,NhaLienKe,DN,140,ChuL,2Tang,5,2015,2016,Toi,0,0,1887595080
8065,ChungCu,HN,64,ChuNhat,3Tang,7,2011,2011,ToiGach,0,0,893199552
8066,NhaPho,HP,125,TamGiac,2Tang,6,2018,2018,Gach,0,0,1769627500
8067,NhaLienKe,HN,183,Vuong,1Tang,8,2021,2023,Toi,0,0,2221861011
8068,CanHo,HP,126,ChuNhat,CanHo,8,2001,2006,Toi,0,0,1811045250
8069,NhaLienKe,DN,167,TamGiac,2Tang,8,2004,2021,Gach,0,0,2239371470
8070,NhaLienKe,HP,178,TamGiac,1Tang,9,2005,2005,Gach,0,0,2279226454
8071,NhaPho,CT,110,Vuong,2Tang,10,2018,2018,BeTong,0,0,1426697360
8072,ChungCu,DN,106,ChuL,1Tang,10,1996,2019,ToiGach,0,0,1407774340
8073,CanHo,CT,133,TamGiac,3Tang,9,2015,2019,Toi,0,0,1763456975
8074,NhaLienKe,CT,130,ChuNhat,3Tang,7,1999,1999,ToiGach,0,0,1757892760
8075,NhaPho,HP,181,ChuNhat,3Tang,8,1995,1995,Gach,0,0,2368005443
8076,CanHo,HCM,51,ChuNhat,CanHo,8,2012,2012,BeTong,0,0,636432264
8077,CanHo,HN,79,Vuong,3Tang,6,2004,2014,Toi,0,0,999678482
8078,NhaPho,HP,129,Vuong,3Tang,10,2009,2013,BeTong,0,0,1562790237
8079,CanHo,DN,149,ChuNhat,3Tang,6,2018,2018,Toi,0,0,1956630452
8080,ChungCu,DN,53,TamGiac,CanHo,8,1996,1996,Gach,0,0,687622795
8081,NhaLienKe,HP,79,Vuong,3Tang,10,2010,2010,ToiGach,0,0,1131932698
8082,ChungCu,HP,172,ChuL,1Tang,6,2006,2006,Toi,0,0,2273336900
8083,CanHo,HP,102,Vuong,CanHo,6,1990,2002,BeTong,0,0,1487152044
8084,CanHo,HCM,121,ChuNhat,1Tang,6,2003,2021,Toi,0,0,1651364682
8085,CanHo,HCM,176,ChuNhat,1Tang,9,2002,2014,ToiGach,0,0,2250829152
8086,CanHo,CT,188,Vuong,1Tang,5,1992,1992,Toi,0,0,2668568256
8087,ChungCu,HCM,99,Vuong,2Tang,6,2012,2022,Gach,0,0,1266467400
8088,CanHo,HN,60,TamGiac,3Tang,9,1992,2001,Toi,0,0,756648300
8089,ChungCu,HN,145,ChuL,1Tang,8,2011,2019,Gach,0,0,1987367245
8090,NhaPho,CT,132,ChuNhat,CanHo,6,2004,2004,ToiGach,0,0,1628030844
8091,ChungCu,HCM,89,Vuong,3Tang,10,2010,2010,ToiGach,0,0,1085882325
8092,NhaPho,CT,187,Vuong,3Tang,9,2004,2023,BeTong,0,0,2294406037
8093,NhaPho,DN,176,TamGiac,CanHo,5,2010,2010,ToiGach,0,0,2188020560
8094,NhaPho,CT,121,TamGiac,2Tang,5,2009,2009,ToiGach,0,0,1674028587
8095,ChungCu,HN,138,ChuL,2Tang,5,2002,2019,Gach,0,0,1866419364
8096,ChungCu,HP,137,Vuong,3Tang,5,2011,2011,Gach,0,0,1694874676
8097,NhaLienKe,DN,135,ChuNhat,1Tang,7,2020,2023,Gach,0,0,1987554240
8098,CanHo,DN,76,Vuong,2Tang,7,2007,2007,Gach,0,0,1099782852
8099,ChungCu,HN,93,TamGiac,3Tang,9,2015,2015,Toi,0,0,1125107583
8100,NhaPho,HN,81,Vuong,CanHo,5,1998,2016,ToiGach,0,0,1085026590
8101,CanHo,DN,192,TamGiac,1Tang,8,1998,1998,BeTong,0,0,2642026368
8102,NhaLienKe,HCM,150,ChuNhat,3Tang,6,2001,2009,Toi,0,0,2221637550
8103,NhaLienKe,HCM,120,TamGiac,1Tang,10,2019,2019,Toi,0,0,1492100880
8104,NhaLienKe,HP,129,Vuong,1Tang,6,2015,2015,ToiGach,0,0,1597318377
8105,NhaPho,HP,193,TamGiac,CanHo,10,1995,2007,Toi,0,0,2539176708
8106,ChungCu,HP,178,Vuong,CanHo,5,1999,1999,ToiGach,0,0,2412281454
8107,NhaLienKe,CT,84,ChuNhat,2Tang,5,1990,2016,Gach,0,0,1240211364
8108,CanHo,HN,90,ChuNhat,1Tang,5,2003,2003,BeTong,0,0,1092162960
8109,ChungCu,HCM,144,ChuL,3Tang,6,1998,1998,BeTong,0,0,2019715344
8110,CanHo,HN,63,ChuNhat,1Tang,5,2009,2009,ToiGach,0,0,878501106
8111,NhaPho,HCM,70,ChuNhat,3Tang,6,2001,2001,Gach,0,0,869701140
8112,CanHo,CT,171,ChuL,CanHo,7,2019,2019,Toi,0,0,2097581931
8113,ChungCu,HP,54,TamGiac,2Tang,10,1999,2004,ToiGach,0,0,687189582
8114,NhaPho,HP,135,Vuong,3Tang,9,2014,2020,BeTong,0,0,1904393025
8115,NhaPho,HP,94,ChuNhat,1Tang,6,2004,2017,ToiGach,0,0,1167601448
8116,NhaPho,HN,109,TamGiac,2Tang,8,1993,1993,BeTong,0,0,1526040112
8117,ChungCu,HN,132,ChuNhat,CanHo,9,2021,2021,Gach,0,0,1918891260
8118,NhaLienKe,CT,188,ChuNhat,1Tang,6,2022,2022,BeTong,0,0,2400528572
8119,NhaPho,HN,56,ChuNhat,3Tang,6,1999,2021,Toi,0,0,744757664
8120,NhaPho,HN,60,TamGiac,1Tang,10,2002,2002,ToiGach,0,0,795693300
8121,ChungCu,DN,61,ChuNhat,3Tang,9,2019,2019,BeTong,0,0,912822788
8122,NhaPho,CT,89,ChuL,CanHo,6,2015,2016,ToiGach,0,0,1173957526
8123,CanHo,HCM,88,ChuL,2Tang,9,2001,2001,ToiGach,0,0,1112029072
8124,CanHo,CT,95,TamGiac,2Tang,7,2017,2017,Toi,0,0,1316954885
8125,ChungCu,HP,199,ChuL,1Tang,8,1993,1993,BeTong,0,0,2923935656
8126,ChungCu,HP,84,TamGiac,3Tang,9,1994,1994,Toi,0,0,1067451672
8127,NhaLienKe,DN,188,Vuong,CanHo,7,2013,2022,Gach,0,0,2616466312
8128,CanHo,HCM,139,TamGiac,1Tang,8,2015,2015,Gach,0,0,1812457696
8129,NhaPho,CT,181,ChuNhat,3Tang,5,2017,2017,Toi,0,0,2539178591
8130,ChungCu,HP,71,Vuong,CanHo,8,2020,2020,Gach,0,0,1018064172
8131,NhaPho,DN,139,TamGiac,2Tang,7,2005,2022,Gach,0,0,1849493551
8132,NhaLienKe,CT,187,Vuong,2Tang,5,1990,1990,Toi,0,0,2427223161
8133,NhaPho,HP,192,ChuL,3Tang,9,2003,2003,Gach,0,0,2491656384
8134,CanHo,CT,117,TamGiac,1Tang,7,2017,2017,BeTong,0,0,1619490600
8135,CanHo,DN,88,TamGiac,2Tang,6,2010,2021,ToiGach,0,0,1307600800
8136,ChungCu,HN,136,ChuL,1Tang,10,1993,2011,ToiGach,0,0,1655989040
8137,CanHo,CT,94,Vuong,CanHo,7,2007,2007,ToiGach,0,0,1138490776
8138,ChungCu,HN,92,Vuong,2Tang,7,2003,2003,BeTong,0,0,1169135632
8139,NhaPho,HP,146,TamGiac,3Tang,8,2021,2021,BeTong,0,0,2079401204
8140,CanHo,HN,172,ChuNhat,3Tang,8,2020,2020,ToiGach,0,0,2069805344
8141,NhaLienKe,HP,140,ChuL,1Tang,10,2016,2020,Gach,0,0,2083227580
8142,CanHo,DN,130,Vuong,2Tang,6,1995,1995,BeTong,0,0,1719980860
8143,NhaLienKe,DN,112,ChuNhat,1Tang,8,2013,2016,Toi,0,0,1400389200
8144,ChungCu,DN,172,ChuNhat,CanHo,8,2013,2019,Gach,0,0,2430907132
8145,NhaLienKe,DN,61,TamGiac,1Tang,6,2014,2014,Toi,0,0,855858121
8146,CanHo,HP,117,ChuNhat,3Tang,5,2007,2022,Toi,0,0,1600972542
8147,NhaLienKe,HCM,106,TamGiac,2Tang,10,2005,2010,Toi,0,0,1344724798
